,Ring Price,Ring Gross Weight,Ring Size,Diamond Weight/Carats,Diamond Count
967,1625000.0,20.3,7.0,3.92,50.0
968,1625000.0,7.2,7.0,4.24,25.0
969,1625000.0,8.1,4.0,,100.0
970,1625000.0,14.0,6.0,25.0,25.0
971,1625000.0,15.2,6.0,3.01,100.0
972,1625000.0,16.4,,16.75,50.0
973,1625000.0,15.6,,14.83,25.0
974,1625000.0,5.3,5.0,4.04,25.0
975,1625000.0,20.2,,,
976,1625000.0,11.6,8.0,8.0,50.0
977,1625000.0,6.5,,,25.0
978,1625000.0,6.5,6.0,5.06,100.0
979,1625000.0,9.57,8.0,2.69,25.0
980,1625000.0,,4.0,,50.0
981,1625000.0,5.7,6.0,2.75,25.0
982,1625000.0,17.2,7.0,5.01,25.0
983,1625000.0,7.17,6.0,7.41,25.0
984,1625000.0,20.84,6.0,29.3,25.0
985,1625000.0,6.15,6.0,3.02,25.0
986,1625000.0,4.1,6.0,1.11,50.0
987,1625000.0,7.88,6.0,6.8,25.0
988,1613250.0,6.6,6.0,2.01,50.0
989,1562500.0,10.7,6.0,2.32,50.0
990,1562500.0,10.7,7.0,2.47,25.0
991,1562500.0,9.4,8.0,7.0,25.0
992,1562500.0,4.81,11.0,3.78,25.0
993,1562500.0,10.8,5.0,3.0,50.0
994,1562500.0,11.6,,2.58,75.0
995,1562500.0,6.74,8.0,4.01,100.0
996,1562500.0,11.42,8.0,2.06,25.0
997,1562500.0,5.43,7.0,5.95,25.0
998,1562500.0,4.8,7.0,1.51,25.0
999,1553500.0,6.58,6.0,5.0,25.0
1000,1553500.0,11.5,5.0,23.36,25.0
1001,1553500.0,29.0,4.0,14.35,100.0
1002,1553500.0,12.15,7.0,4.5,50.0
1003,1553500.0,16.65,7.0,13.69,25.0
1004,1553500.0,6.97,5.0,1.51,25.0
1005,1553500.0,11.9,5.0,5.35,50.0
1006,1553500.0,5.2,5.0,4.0,25.0
1007,1550000.0,7.3,5.0,8.1,25.0
1008,1500000.0,4.5,6.0,4.1,25.0
1009,1500000.0,8.5,,2.35,100.0
1010,1500000.0,15.6,6.0,22.0,25.0
1011,1500000.0,9.5,6.0,7.8,25.0
1012,1500000.0,25.7,7.0,20.25,25.0
1013,1500000.0,41.3,9.0,4.0,100.0
1014,1500000.0,10.1,7.0,11.87,100.0
1015,1500000.0,17.6,7.0,2.45,
1016,1500000.0,7.3,6.0,3.4,50.0
1017,1500000.0,3.5,6.0,0.7,25.0
1018,1500000.0,9.7,5.0,2.01,50.0
1019,1500000.0,7.8,6.0,3.37,75.0
1020,1500000.0,9.0,6.0,2.03,50.0
1021,1500000.0,7.4,5.0,3.58,
1022,1500000.0,8.02,6.0,6.5,25.0
1023,1500000.0,14.02,4.0,5.02,75.0
1024,1000.0,9.9,4.0,,25.0
1025,1500000.0,11.4,5.0,,50.0
1026,1500000.0,6.2,4.0,5.15,50.0
1027,1500000.0,8.0,6.0,3.51,50.0
1028,1500000.0,37.0,6.0,,100.0
1029,1500000.0,27.1,7.0,14.7,100.0
1030,1500000.0,3.8,4.0,2.78,25.0
1031,1500000.0,8.7,6.0,7.5,50.0
1032,1500000.0,23.4,,,75.0
1033,1500000.0,5.1,6.0,2.74,25.0
1034,1500000.0,,5.0,,25.0
1035,1500000.0,4.7,7.0,3.0,
1036,1500000.0,11.3,8.0,9.23,25.0
1037,1500000.0,21.34,,12.0,25.0
1038,1500000.0,2.83,5.0,1.91,25.0
1039,1500000.0,4.4,8.0,2.26,25.0
1040,1500000.0,,,,25.0
1041,1500000.0,6.58,6.0,8.43,25.0
1042,1437500.0,4.3,6.0,1.25,
1043,1437500.0,6.5,5.0,2.35,100.0
1044,1437500.0,18.91,9.0,,25.0
1045,1437500.0,20.82,,,100.0
1046,1437500.0,7.3,6.0,3.95,50.0
1047,1437500.0,,6.0,,25.0
1048,1437500.0,8.0,6.0,1.52,100.0
1049,1434000.0,5.2,3.0,0.65,25.0
1050,1434000.0,7.5,,2.35,50.0
1051,1434000.0,13.55,6.0,7.14,
1052,1434000.0,7.65,6.0,2.01,75.0
1053,1434000.0,4.45,5.0,3.5,50.0
1054,1434000.0,4.8,6.0,2.35,25.0
1055,1434000.0,5.6,5.0,2.63,
1056,1434000.0,6.5,3.0,4.05,25.0
1057,1434000.0,23.2,11.0,3.35,
1058,1434000.0,17.3,,,
1059,1400000.0,7.1,5.0,5.15,25.0
1060,1400000.0,16.7,,12.85,25.0
1061,1400000.0,8.3,7.0,2.79,50.0
1062,1375000.0,10.9,7.0,4.04,25.0
1063,1375000.0,2.7,6.0,1.42,25.0
1064,1375000.0,23.0,6.0,26.96,25.0
1065,1375000.0,4.8,3.0,2.01,25.0
1066,1375000.0,5.1,4.0,3.8,25.0
1067,1375000.0,13.7,6.0,,25.0
1068,1375000.0,4.7,6.0,1.93,25.0
1069,1375000.0,8.1,5.0,3.4,25.0
1070,1375000.0,6.3,5.0,3.32,25.0
1071,1375000.0,7.3,5.0,3.55,50.0
1072,1375000.0,4.7,6.0,3.42,25.0
1073,1375000.0,6.1,5.0,1.95,25.0
1074,1375000.0,18.03,7.0,30.2,25.0
1075,1375000.0,20.5,8.0,13.04,25.0
1076,1375000.0,6.6,4.0,1.7,100.0
1077,1375000.0,17.6,,,25.0
1078,1375000.0,4.04,5.0,1.87,25.0
1079,1375000.0,5.6,6.0,2.43,50.0
1080,1375000.0,15.85,9.0,6.9,25.0
1081,1375000.0,10.0,5.0,2.3,25.0
1082,1375000.0,8.5,,3.15,75.0
1083,1375000.0,17.4,6.0,11.19,75.0
1084,1375000.0,8.0,,2.37,75.0
1085,1375000.0,4.9,4.0,2.53,25.0
1086,1375000.0,9.1,6.0,5.75,25.0
1087,1375000.0,10.3,6.0,1.08,25.0
1088,1375000.0,13.66,9.0,6.09,50.0
1089,1375000.0,7.02,4.0,5.5,25.0
1090,1375000.0,7.1,6.0,3.05,25.0
1091,1375000.0,14.2,,4.0,25.0
1092,1375000.0,8.9,6.0,4.31,25.0
1093,1375000.0,17.3,8.0,29.4,25.0
1094,1375000.0,9.8,11.0,3.39,25.0
1095,1375000.0,14.05,5.0,11.18,50.0
1096,1375000.0,5.7,6.0,3.25,25.0
1097,1375000.0,6.19,6.0,3.04,25.0
1098,1375000.0,,,,100.0
1099,1375000.0,,,,50.0
1100,1375000.0,24.94,4.0,,25.0
1101,1375000.0,2.87,5.0,1.09,25.0
1102,1375000.0,4.65,4.0,2.16,25.0
1103,1375000.0,8.38,6.0,2.32,100.0
1104,1375000.0,7.44,6.0,2.01,50.0
1105,1375000.0,3.8,5.0,2.11,50.0
1106,1374250.0,3.8,9.0,3.0,
1107,1344375.0,7.25,5.0,2.04,100.0
1108,1314500.0,10.7,9.0,3.54,25.0
1109,1314500.0,5.7,6.0,2.02,25.0
1110,1314500.0,13.75,6.0,3.6,50.0
1111,1314500.0,6.9,6.0,3.01,75.0
1112,1314500.0,6.7,4.0,6.0,25.0
1113,1314500.0,4.8,4.0,3.45,25.0
1114,1314500.0,5.9,5.0,2.07,25.0
1115,1312500.0,16.55,5.0,24.5,25.0
1116,1312500.0,26.3,,2.09,75.0
1117,1312500.0,8.7,4.0,3.1,50.0
1118,1312500.0,5.1,7.0,2.75,25.0
1119,1312500.0,4.8,5.0,3.01,25.0
1120,1312500.0,17.58,10.0,12.5,25.0
1121,1250000.0,12.2,6.0,3.95,25.0
1122,1250000.0,39.8,9.0,37.25,
1123,1250000.0,33.9,6.0,52.36,100.0
1124,1250000.0,10.6,6.0,3.73,25.0
1125,1250000.0,22.2,7.0,,100.0
1126,1250000.0,21.0,8.0,4.8,50.0
1127,1250000.0,18.5,8.0,2.03,25.0
1128,1250000.0,9.1,7.0,9.19,25.0
1129,1250000.0,13.09,8.0,4.5,25.0
1130,1250000.0,12.7,6.0,10.26,25.0
1131,1250000.0,18.6,5.0,20.18,100.0
1132,1250000.0,12.5,5.0,2.05,100.0
1133,1250000.0,8.6,5.0,5.25,50.0
1134,1250000.0,8.7,7.0,9.08,75.0
1135,1250000.0,22.2,11.0,3.02,
1136,1250000.0,15.1,5.0,4.5,25.0
1137,1250000.0,7.1,6.0,3.27,25.0
1138,1250000.0,8.3,5.0,6.38,25.0
1139,1250000.0,4.7,6.0,,25.0
1140,1250000.0,10.2,5.0,3.11,25.0
1141,1250000.0,8.9,6.0,12.01,100.0
1142,1250000.0,5.8,4.0,4.56,25.0
1143,1250000.0,4.7,6.0,1.85,25.0
1144,1250000.0,7.57,6.0,0.68,75.0
1145,1250000.0,10.18,5.0,1.73,25.0
1146,1250000.0,20.5,6.0,17.64,50.0
1147,1250000.0,6.58,6.0,8.43,25.0
1148,1250000.0,21.55,10.0,5.0,
1149,1250000.0,9.1,5.0,11.0,25.0
1150,1250000.0,7.0,6.0,2.0,50.0
1151,1250000.0,10.0,6.0,2.0,50.0
1152,1250000.0,7.9,11.0,3.0,25.0
1153,1250000.0,6.0,6.0,0.29,100.0
1154,1250000.0,8.7,6.0,2.57,75.0
1155,1225000.0,8.2,7.0,2.33,25.0
1156,1218750.0,3.3,4.0,1.85,25.0
1157,1200000.0,5.1,6.0,1.48,100.0
1158,1195000.0,26.95,5.0,,50.0
1159,1195000.0,16.27,7.0,7.0,50.0
1160,1195000.0,7.6,8.0,,25.0
1161,1195000.0,5.0,6.0,2.8,
1162,1195000.0,8.2,5.0,2.53,
1163,1194375.0,5.77,3.0,2.04,50.0
1164,1187500.0,17.5,,2.95,25.0
1165,1187500.0,6.3,,,25.0
1166,1187500.0,14.6,,4.75,25.0
1167,1187500.0,11.6,7.0,,25.0
1168,1187500.0,4.2,3.0,2.23,25.0
1169,1187500.0,3.95,5.0,2.45,25.0
1170,1187500.0,12.2,3.0,,25.0
1171,1187500.0,15.0,7.0,39.0,25.0
1172,1187500.0,6.9,6.0,1.35,50.0
1173,1187500.0,12.5,6.0,1.33,50.0
1174,1187500.0,30.82,7.0,51.0,50.0
1175,1187500.0,4.87,5.0,1.51,25.0
1176,1187500.0,5.6,5.0,2.63,25.0
1177,1187500.0,20.27,5.0,3.03,25.0
1178,1187500.0,6.3,5.0,2.6,50.0
1179,1187500.0,6.3,5.0,2.6,50.0
1180,1156250.0,10.7,4.0,2.22,25.0
1181,1156250.0,8.2,5.0,1.37,25.0
1182,1156250.0,11.22,7.0,2.5,25.0
1183,1150000.0,6.3,3.0,2.01,25.0
1184,1135250.0,2.2,5.0,1.5,25.0
1185,1135250.0,13.9,5.0,15.0,
1186,1135250.0,5.3,6.0,5.49,50.0
1187,1135250.0,4.5,6.0,6.18,25.0
1188,1125000.0,11.6,6.0,1.63,75.0
1189,1125000.0,9.5,6.0,6.0,50.0
1190,1125000.0,11.78,6.0,4.73,25.0
1191,1125000.0,5.8,7.0,4.02,100.0
1192,1125000.0,7.9,5.0,2.28,25.0
1193,1125000.0,9.1,6.0,2.09,50.0
1194,1125000.0,10.07,6.0,5.3,50.0
1195,1125000.0,8.7,7.0,3.01,100.0
1196,1125000.0,12.6,5.0,6.0,50.0
1197,1125000.0,26.0,8.0,2.43,
1198,1125000.0,59.9,10.0,90.0,25.0
1199,1125000.0,8.16,6.0,1.65,25.0
1200,1125000.0,6.94,7.0,3.04,25.0
1201,1125000.0,8.9,,,25.0
1202,1125000.0,7.04,,1.75,50.0
1203,1125000.0,4.9,7.0,2.15,25.0
1204,1125000.0,5.9,6.0,3.3,50.0
1205,1125000.0,23.18,6.0,42.54,100.0
1206,1125000.0,10.3,6.0,1.08,25.0
1207,1125000.0,,,,100.0
1208,1125000.0,4.3,7.0,1.0,25.0
1209,1125000.0,7.0,6.0,7.5,25.0
1210,1125000.0,4.6,5.0,1.85,25.0
1211,1125000.0,13.54,5.0,7.03,50.0
1212,1125000.0,10.7,5.0,20.26,25.0
1213,1125000.0,6.0,6.0,2.02,50.0
1214,1120000.0,4.0,6.0,1.62,25.0
1215,1100000.0,5.77,6.0,1.9,25.0
1216,1100000.0,24.3,7.0,10.56,100.0
1217,1100000.0,11.1,6.0,15.59,100.0
1218,1093750.0,16.9,7.0,34.0,50.0
1219,1093750.0,9.4,,2.95,25.0
1220,1093750.0,6.9,7.0,4.6,75.0
1221,1093750.0,8.6,9.0,3.04,25.0
1222,1075500.0,16.2,6.0,14.3,50.0
1223,1075500.0,7.2,,,25.0
1224,1075500.0,10.2,8.0,6.55,25.0
1225,1075500.0,24.71,,,100.0
1226,1075500.0,6.05,5.0,1.56,25.0
1227,1075500.0,4.4,6.0,3.03,25.0
1228,1075500.0,16.3,5.0,2.76,50.0
1229,1000.0,9.9,4.0,,25.0
1230,1075500.0,9.8,11.0,3.2,25.0
1231,1075500.0,7.6,5.0,3.01,
1232,1075500.0,13.2,,2.2,50.0
1233,1075500.0,24.6,8.0,40.5,
1234,1075500.0,5.0,7.0,2.45,
1235,1075500.0,10.9,6.0,,25.0
1236,1075500.0,5.2,6.0,2.35,25.0
1237,1062500.0,4.3,6.0,3.15,25.0
1238,1062500.0,3.3,7.0,3.9,
1239,1062500.0,7.9,7.0,1.81,25.0
1240,1062500.0,27.0,6.0,34.0,100.0
1241,1062500.0,20.3,7.0,2.05,25.0
1242,1062500.0,5.5,,4.08,25.0
1243,1062500.0,7.7,6.0,10.09,25.0
1244,1062500.0,3.8,7.0,1.3,75.0
1245,1062500.0,9.3,6.0,3.02,100.0
1246,1062500.0,19.9,6.0,8.9,25.0
1247,1062500.0,8.8,6.0,4.05,25.0
1248,1062500.0,39.3,7.0,40.5,25.0
1249,1062500.0,16.6,5.0,2.3,75.0
1250,1062500.0,12.1,,,25.0
1251,1062500.0,16.7,,20.65,100.0
1252,1062500.0,4.7,6.0,5.47,50.0
1253,1062500.0,10.7,6.0,2.5,25.0
1254,1062500.0,7.8,5.0,1.35,100.0
1255,1062500.0,4.0,7.0,2.85,25.0
1256,1062500.0,6.4,8.0,2.7,25.0
1257,1062500.0,35.9,6.0,33.05,50.0
1258,1062500.0,15.5,,5.16,75.0
1259,1062500.0,9.5,,1.6,75.0
1260,1062500.0,8.2,6.0,9.35,50.0
1261,1062500.0,7.45,5.0,1.5,50.0
1262,1062500.0,8.8,3.0,,25.0
1263,1062500.0,,,,100.0
1264,1062500.0,8.94,4.0,2.1,50.0
1265,1062500.0,8.14,,,50.0
1266,1062500.0,17.7,11.0,2.09,25.0
1267,1062500.0,6.2,10.0,3.0,25.0
1268,1062500.0,15.6,,9.6,
1269,1062500.0,6.1,7.0,2.07,25.0
1270,1050000.0,7.0,6.0,4.95,25.0
1271,1031250.0,4.2,7.0,5.31,50.0
1272,1031250.0,4.2,9.0,2.03,25.0
1273,1031250.0,5.28,7.0,1.45,25.0
1274,1031250.0,8.6,4.0,3.41,50.0
1275,1031250.0,7.16,7.0,14.93,
1276,1031250.0,9.08,5.0,5.18,50.0
1277,1015750.0,8.6,9.0,3.04,25.0
1278,1015750.0,15.76,,2.9,25.0
1279,1015750.0,7.6,5.0,4.61,25.0
1280,1015750.0,13.75,,2.38,25.0
1281,1015750.0,32.09,5.0,,50.0
1282,1015750.0,5.1,6.0,10.24,25.0
1283,1003800.0,6.5,6.0,2.12,50.0
1284,1000250.0,4.8,,2.08,25.0
1285,1000000.0,8.2,7.0,14.56,25.0
1286,1000000.0,8.4,,,25.0
1287,1000000.0,10.7,7.0,4.12,25.0
1288,1000000.0,3.5,6.0,0.92,100.0
1289,1000000.0,9.7,5.0,2.23,25.0
1290,1000000.0,7.1,5.0,2.01,50.0
1291,1000000.0,14.7,6.0,1.75,50.0
1292,1000000.0,23.8,7.0,12.0,25.0
1293,1000000.0,34.4,,,100.0
1294,1000000.0,6.5,4.0,5.5,50.0
1295,1000000.0,15.4,6.0,,50.0
1296,1000000.0,20.3,6.0,8.0,50.0
1297,1000000.0,8.9,5.0,6.01,25.0
1298,1000000.0,8.1,6.0,3.65,25.0
1299,1000000.0,7.0,6.0,2.67,75.0
1300,1000000.0,5.3,4.0,3.12,25.0
1301,1000000.0,4.3,5.0,2.62,
1302,1000000.0,7.02,4.0,4.48,25.0
1303,1000000.0,16.1,,15.69,25.0
1304,1000000.0,57.4,,25.0,50.0
1305,1000000.0,5.1,5.0,2.1,25.0
1306,1000000.0,29.4,7.0,,100.0
1307,1000000.0,10.6,6.0,1.07,25.0
1308,1000000.0,8.0,7.0,2.09,25.0
1309,1000000.0,8.2,5.0,5.55,25.0
1310,1000000.0,5.6,4.0,2.99,25.0
1311,1000000.0,8.11,7.0,0.62,25.0
1312,1000000.0,24.93,9.0,2.27,25.0
1313,1000000.0,6.2,6.0,3.54,100.0
1314,1000000.0,46.6,7.0,,100.0
1315,1000000.0,28.7,6.0,,50.0
1316,1000000.0,4.1,7.0,1.25,25.0
1317,1000000.0,9.5,8.0,1.5,25.0
1318,1000000.0,5.64,4.0,1.86,25.0
1319,1000000.0,4.2,7.0,,25.0
1320,1000000.0,22.93,,,50.0
1321,1000000.0,15.04,,1.7,25.0
1322,1000000.0,4.29,5.0,2.53,25.0
1323,1000000.0,6.83,4.0,,50.0
1324,1000000.0,8.3,5.0,5.0,25.0
1325,1000000.0,7.6,6.0,2.16,50.0
1326,1000000.0,,,,75.0
1327,1000000.0,25.79,6.0,,50.0
1328,1000000.0,20.1,6.0,,100.0
1329,1000000.0,6.6,6.0,0.19,100.0
1330,1000000.0,21.52,9.0,,25.0
1331,1000000.0,9.8,5.0,0.84,25.0
1332,985875.0,8.6,4.0,1.63,25.0
1333,968750.0,9.7,6.0,,50.0
1334,968750.0,4.9,4.0,3.32,50.0
1335,968750.0,15.5,6.0,15.0,25.0
1336,968750.0,9.9,6.0,2.65,25.0
1337,968750.0,6.2,6.0,3.0,25.0
1338,956000.0,5.73,6.0,7.0,
1339,956000.0,9.6,6.0,4.9,25.0
1340,956000.0,5.84,6.0,3.0,25.0
1341,956000.0,13.75,6.0,5.7,50.0
1342,956000.0,13.1,6.0,4.55,50.0
1343,956000.0,5.65,6.0,1.1,75.0
1344,956000.0,24.75,7.0,,100.0
1345,956000.0,7.5,9.0,4.0,25.0
1346,956000.0,10.4,9.0,1.95,25.0
1347,937500.0,11.1,6.0,6.43,75.0
1348,937500.0,20.8,8.0,,100.0
1349,937500.0,6.7,5.0,2.03,50.0
1350,937500.0,20.9,,,100.0
1351,937500.0,24.4,7.0,,100.0
1352,937500.0,9.6,,,25.0
1353,937500.0,20.4,7.0,,100.0
1354,937500.0,18.4,9.0,,50.0
1355,937500.0,4.0,5.0,,25.0
1356,937500.0,5.0,5.0,1.68,25.0
1357,937500.0,13.89,6.0,2.25,50.0
1358,937500.0,11.0,6.0,18.22,25.0
1359,937500.0,7.0,6.0,1.5,100.0
1360,937500.0,10.0,5.0,12.3,25.0
1361,937500.0,,6.0,1.81,75.0
1362,937500.0,15.5,9.0,2.52,25.0
1363,937500.0,7.0,3.0,2.85,50.0
1364,937500.0,4.1,6.0,1.91,25.0
1365,937500.0,28.3,7.0,,25.0
1366,937500.0,6.5,6.0,4.0,25.0
1367,937500.0,18.4,8.0,16.1,50.0
1368,937500.0,9.2,,2.48,25.0
1369,937500.0,11.5,8.0,2.75,25.0
1370,937500.0,4.8,6.0,,25.0
1371,937500.0,10.4,7.0,2.63,25.0
1372,937500.0,13.2,5.0,15.5,25.0
1373,937500.0,4.4,6.0,1.75,25.0
1374,937500.0,16.8,,3.05,50.0
1375,937500.0,9.3,6.0,7.34,75.0
1376,937500.0,9.54,6.0,,25.0
1377,937500.0,8.01,6.0,3.13,25.0
1378,937500.0,3.02,5.0,1.4,25.0
1379,937500.0,11.68,5.0,12.41,75.0
1380,937500.0,7.21,6.0,2.5,25.0
1381,937500.0,2.8,4.0,1.25,25.0
1382,937500.0,,,,25.0
1383,937500.0,16.2,5.0,,75.0
1384,937500.0,7.2,,,25.0
1385,937500.0,3.63,7.0,2.1,25.0
1386,937500.0,5.18,7.0,1.25,25.0
1387,937500.0,6.15,7.0,1.0,25.0
1388,937500.0,13.41,6.0,7.2,25.0
1389,937500.0,25.2,6.0,14.35,50.0
1390,937500.0,10.8,9.0,1.95,25.0
1391,937500.0,8.0,,,100.0
1392,937500.0,11.4,7.0,8.47,25.0
1393,926125.0,16.85,4.0,1.8,50.0
1394,925000.0,6.5,5.0,2.1,50.0
1395,906250.0,6.5,,3.66,100.0
1396,906250.0,11.5,11.0,2.88,25.0
1397,906250.0,11.2,7.0,14.0,25.0
1398,906250.0,3.3,6.0,3.61,
1399,906250.0,24.6,6.0,61.29,25.0
1400,906250.0,19.09,,2.06,25.0
1401,906250.0,23.7,,35.9,25.0
1402,906250.0,,,,25.0
1403,906250.0,4.6,8.0,2.25,25.0
1404,906250.0,,7.0,,25.0
1405,900000.0,7.4,,,25.0
1406,900000.0,24.7,6.0,1.8,50.0
1407,900000.0,4.3,6.0,3.45,50.0
1408,900000.0,15.4,6.0,2.5,75.0
1409,896250.0,,5.0,2.35,50.0
1410,896250.0,24.6,6.0,10.0,100.0
1411,896250.0,15.55,6.0,15.0,25.0
1412,896250.0,32.37,5.0,,100.0
1413,896250.0,4.5,9.0,1.95,75.0
1414,875000.0,7.2,6.0,2.8,25.0
1415,875000.0,10.5,5.0,4.21,
1416,875000.0,11.6,6.0,5.08,50.0
1417,875000.0,4.0,5.0,4.35,25.0
1418,875000.0,6.0,7.0,4.1,25.0
1419,875000.0,17.8,,2.96,25.0
1420,875000.0,8.6,6.0,2.0,25.0
1421,875000.0,5.1,7.0,7.05,25.0
1422,875000.0,5.9,,1.78,50.0
1423,875000.0,24.6,,1.68,25.0
1424,875000.0,10.1,6.0,,50.0
1425,875000.0,25.68,7.0,,25.0
1426,875000.0,19.0,6.0,3.05,100.0
1427,875000.0,4.2,7.0,1.0,25.0
1428,875000.0,23.7,7.0,38.0,50.0
1429,875000.0,23.8,6.0,38.94,100.0
1430,875000.0,17.3,6.0,9.95,50.0
1431,875000.0,9.2,6.0,3.21,25.0
1432,875000.0,14.6,6.0,12.31,100.0
1433,875000.0,9.6,,,50.0
1434,1000.0,9.9,4.0,,25.0
1435,875000.0,16.9,5.0,8.87,50.0
1436,875000.0,9.6,6.0,10.05,25.0
1437,875000.0,9.0,4.0,1.62,25.0
1438,875000.0,5.1,4.0,1.25,25.0
1439,875000.0,4.7,7.0,1.27,25.0
1440,875000.0,4.7,7.0,1.7,25.0
1441,875000.0,17.4,12.0,3.35,25.0
1442,875000.0,7.3,5.0,1.45,75.0
1443,875000.0,12.0,7.0,6.09,50.0
1444,875000.0,6.3,6.0,4.9,75.0
